"ensembl_gene_id","start_position","chromosome_name","startTAD","endTAD"
"ENSMUSG00000112614",118253259,"10",117750000,119175000
"ENSMUSG00000040447",72451638,"11",72200000,72960000
"ENSMUSG00000042364",113592179,"13",113090000,113810000
"ENSMUSG00000002791",32076083,"17",31650000,32437500
"ENSMUSG00000112252",118258688,"10",117750000,119175000
"ENSMUSG00000117187",74438285,"17",73650000,74700000
"ENSMUSG00000097091",11196817,"19",11050000,12025000
"ENSMUSG00000108056",100960989,"6",100842500,101500000
"ENSMUSG00000075204",86127995,"2",85540000,86625000
"ENSMUSG00000112561",118265937,"10",117750000,119175000
"ENSMUSG00000101031",11214082,"19",11055000,12015000
"ENSMUSG00000030872",121986722,"7",121185000,122025000
"ENSMUSG00000090461",118289629,"10",117750000,119175000
"ENSMUSG00000103322",62123207,"3",61200000,62362500
"ENSMUSG00000075203",86145791,"2",85540000,86625000
"ENSMUSG00000043909",121193281,"2",1.2e+08,121337500
"ENSMUSG00000042282",142081160,"X",141025000,142200000
"ENSMUSG00000051456",113662896,"13",113225000,113830000
"ENSMUSG00000111802",86149343,"2",85540000,86625000
"ENSMUSG00000075202",86156743,"2",85540000,86625000
"ENSMUSG00000026616",195136811,"1",193945000,197125000
"ENSMUSG00000058093",67589439,"13",66875000,67990000
"ENSMUSG00000103502",62337524,"3",61215000,62500000
"ENSMUSG00000112814",118324561,"10",117750000,119175000
"ENSMUSG00000086436",80629284,"2",80380000,82025000
"ENSMUSG00000036885",62338344,"3",61215000,62500000
"ENSMUSG00000086893",29940283,"13",29867500,30545000
"ENSMUSG00000030282",142756686,"6",141507500,143160000
"ENSMUSG00000112419",118330000,"10",117750000,119175000
"ENSMUSG00000096856",81649059,"10",81070000,82625000
"ENSMUSG00000016477",29906575,"13",29055000,30350000
"ENSMUSG00000026999",80617236,"2",80340000,81270000
"ENSMUSG00000075201",86161890,"2",85540000,86625000
"ENSMUSG00000112027",118335423,"10",117750000,119175000
"ENSMUSG00000067148",46243920,"17",45595000,46812500
"ENSMUSG00000112585",81679122,"10",81110000,82320000
"ENSMUSG00000004530",113842436,"5",113605000,114220000
"ENSMUSG00000100481",33100907,"1",31150000,33650000
"ENSMUSG00000112781",118340847,"10",117750000,119175000
"ENSMUSG00000118152",84712576,"18",84367500,84902500
"ENSMUSG00000044024",37955079,"18",37715000,38102500
"ENSMUSG00000100590",33108905,"1",31150000,33650000
"ENSMUSG00000073063",32286965,"11",32065000,32610000
"ENSMUSG00000112001",81693721,"10",81205000,82260000
"ENSMUSG00000111931",101730775,"10",100550000,102375000
"ENSMUSG00000104230",33212774,"1",31180000,33645000
"ENSMUSG00000112342",102319613,"10",100585000,102450000
"ENSMUSG00000040204",65890237,"9",65425000,66060000
"ENSMUSG00000075200",86168589,"2",85540000,86625000
"ENSMUSG00000112012",102431908,"10",101875000,102645000
"ENSMUSG00000101754",33235939,"1",31180000,33645000
"ENSMUSG00000114264",67658669,"13",66880000,67990000
"ENSMUSG00000112495",118346271,"10",117750000,119175000
"ENSMUSG00000100318",33315670,"1",31182500,33642500
"ENSMUSG00000019888",101681487,"10",100550000,102375000
"ENSMUSG00000112919",118351697,"10",117750000,119187500
"ENSMUSG00000069917",32296489,"11",32070000,32610000
"ENSMUSG00000087045",140872693,"4",140642500,141100000
"ENSMUSG00000075199",86179412,"2",85540000,86625000
"ENSMUSG00000078994",67387905,"13",66880000,67990000
"ENSMUSG00000086690",82743368,"7",82517500,83667500
"ENSMUSG00000114282",99502477,"13",99350000,100100000
"ENSMUSG00000111913",118441419,"10",117762500,119177500
"ENSMUSG00000101612",33371331,"1",31182500,33642500
"ENSMUSG00000108991",82695399,"7",82510000,83807500
"ENSMUSG00000052727",99421446,"13",99330000,100075000
"ENSMUSG00000038146",32120820,"17",31650000,32477500
"ENSMUSG00000108984",82715592,"7",82517500,83667500
"ENSMUSG00000027099",74825803,"2",74665000,75550000
"ENSMUSG00000040463",72441355,"11",72200000,72960000
"ENSMUSG00000030636",82851599,"7",82540000,83610000
"ENSMUSG00000034175",5098926,"11",5e+06,5875000
"ENSMUSG00000024575",61220315,"18",60950000,61660000
"ENSMUSG00000055170",118441046,"10",117762500,119177500
"ENSMUSG00000111545",75372784,"9",74900000,75500000
"ENSMUSG00000109383",82852498,"7",82540000,83610000
"ENSMUSG00000111495",75374611,"9",74900000,75500000
"ENSMUSG00000112020",5235156,"12",5035000,7985000
"ENSMUSG00000015217",71555918,"X",71337500,71660000
"ENSMUSG00000042688",75369062,"9",74900000,75500000
"ENSMUSG00000020627",5077472,"12",5025000,7990000
"ENSMUSG00000041530",126435012,"4",126025000,1.27e+08
"ENSMUSG00000083743",84428818,"4",83597500,85012500
"ENSMUSG00000057706",82867333,"7",82540000,83610000
"ENSMUSG00000114923",67592159,"13",66877500,67990000
"ENSMUSG00000115137",52751427,"15",52475000,53720000
"ENSMUSG00000117785",40191038,"19",39005000,40305000
"ENSMUSG00000109106",82937936,"7",82550000,83667500
"ENSMUSG00000055560",67405709,"13",66880000,67990000
"ENSMUSG00000039760",19621998,"10",18750000,20065000
"ENSMUSG00000098091",40212382,"19",38980000,40312500
"ENSMUSG00000029260",86889767,"5",86600000,87510000
"ENSMUSG00000097268",37865299,"1",36900000,37950000
"ENSMUSG00000081156",74855706,"2",74675000,75450000
"ENSMUSG00000060771",37754776,"1",37080000,37950000
"ENSMUSG00000091957",61259008,"18",60950000,61710000
"ENSMUSG00000082950",51212511,"X",50600000,51580000
"ENSMUSG00000053388",135353295,"5",134595000,135810000
"ENSMUSG00000105627",55574921,"3",55150000,55985000
"ENSMUSG00000025492",141009586,"7",140850000,141500000
"ENSMUSG00000038909",95274259,"11",94650000,95627500
"ENSMUSG00000108302",24860946,"7",24072500,25110000
"ENSMUSG00000097027",99516629,"13",99350000,100100000
"ENSMUSG00000083651",96870195,"11",96035000,97035000
"ENSMUSG00000103398",67451658,"13",66880000,67990000
"ENSMUSG00000087117",96862997,"11",96035000,97035000
"ENSMUSG00000049553",71909053,"6",71490000,72315000
"ENSMUSG00000035836",86916638,"5",86607500,87560000
"ENSMUSG00000042940",19644750,"10",18825000,20057500
"ENSMUSG00000071281",67705309,"13",66880000,67990000
"ENSMUSG00000021241",84773251,"12",83535000,85300000
"ENSMUSG00000029207",66298703,"5",65790000,66675000
"ENSMUSG00000114578",99561442,"13",99370000,100100000
"ENSMUSG00000116263",102795121,"15",102510000,103485000
"ENSMUSG00000103545",99641974,"13",99370000,100100000
"ENSMUSG00000009076",4704678,"11",3950000,4970000
"ENSMUSG00000033237",96287518,"15",95695000,96432500
"ENSMUSG00000097305",32113411,"17",31650000,32475000
"ENSMUSG00000116500",102797495,"15",102510000,103485000
"ENSMUSG00000108511",121981761,"7",121185000,122025000
"ENSMUSG00000114193",96605677,"13",95977500,96890000
"ENSMUSG00000024072",74489493,"17",73650000,74700000
"ENSMUSG00000059108",141015699,"7",140850000,141650000
"ENSMUSG00000111874",86981991,"9",86790000,87210000
"ENSMUSG00000074987",105076538,"2",104700000,105242500
"ENSMUSG00000021669",96542618,"13",9.6e+07,96745000
"ENSMUSG00000064032",10198368,"19",9925000,10600000
"ENSMUSG00000047897",87015537,"9",86790000,87225000
"ENSMUSG00000106623",113860161,"5",113630000,114215000
"ENSMUSG00000029862",42286685,"6",41645000,42950000
"ENSMUSG00000036372",10204014,"19",9925000,10600000
"ENSMUSG00000105071",113900395,"5",113685000,114225000
"ENSMUSG00000090458",113842601,"5",113605000,114220000
"ENSMUSG00000109703",141051589,"7",140860000,142135000
"ENSMUSG00000083837",74886372,"2",74675000,75450000
"ENSMUSG00000114417",113672318,"13",113225000,113830000
"ENSMUSG00000087333",75124871,"2",74680000,75450000
"ENSMUSG00000020361",53259814,"11",52440000,53430000
"ENSMUSG00000114962",113761386,"13",113337500,113835000
"ENSMUSG00000033831",83040141,"3",82732500,83572500
"ENSMUSG00000114901",113764112,"13",113337500,113835000
"ENSMUSG00000100717",135191764,"7",134615000,135700000
"ENSMUSG00000047992",84719236,"18",84367500,84902500
"ENSMUSG00000082203",108440530,"12",108125000,109200000
"ENSMUSG00000114781",113764615,"13",113337500,113835000
"ENSMUSG00000113396",108695486,"12",108125000,109315000
"ENSMUSG00000114395",113791552,"13",113425000,113870000
"ENSMUSG00000097371",67699082,"13",66880000,67990000
"ENSMUSG00000021263",108678711,"12",108125000,109315000
"ENSMUSG00000027890",108040408,"3",107600000,108190000
"ENSMUSG00000083953",130987984,"2",130710000,131475000
"ENSMUSG00000114788",67472478,"13",66880000,67990000
"ENSMUSG00000086589",124735730,"4",123920000,124850000
"ENSMUSG00000098905",67339306,"13",66880000,67990000
"ENSMUSG00000027312",130906495,"2",130552500,131392500
"ENSMUSG00000009075",4736892,"11",3950000,4970000
"ENSMUSG00000090486",78497026,"1",77955000,78525000
"ENSMUSG00000028894",124741850,"4",123920000,124850000
"ENSMUSG00000022057",68563380,"14",68122500,68975000
"ENSMUSG00000104945",110669329,"9",110235000,111250000
"ENSMUSG00000091021",132351772,"4",131975000,132530000
"ENSMUSG00000117358",74519665,"17",73650000,74700000
"ENSMUSG00000085241",132348014,"4",131975000,132530000
"ENSMUSG00000012187",78510991,"1",78475000,79700000
"ENSMUSG00000061039",38752299,"9",37800000,39465000
"ENSMUSG00000019659",110656503,"9",110235000,111250000
"ENSMUSG00000100303",75138843,"2",74680000,75450000
"ENSMUSG00000042349",131254343,"1",130760000,132295000
"ENSMUSG00000026490",179960472,"1",179740000,180400000
"ENSMUSG00000110592",115585392,"8",114490000,116175000
"ENSMUSG00000024742",10199132,"19",9925000,10600000
"ENSMUSG00000102236",195220051,"1",194525000,197125000
"ENSMUSG00000078995",67362113,"13",66880000,67990000
"ENSMUSG00000104297",195259299,"1",194550000,197150000
"ENSMUSG00000104778",127200693,"5",125997500,128470000
"ENSMUSG00000102307",195321283,"1",194550000,197125000
"ENSMUSG00000111582",38762909,"9",37800000,39465000
"ENSMUSG00000055435",115682942,"8",114500000,116320000
"ENSMUSG00000038524",37957431,"18",37715000,38102500
"ENSMUSG00000074264",113555710,"3",113240000,115275000
"ENSMUSG00000089760",84719004,"18",84367500,84902500
"ENSMUSG00000048473",142785204,"6",141575000,143160000
"ENSMUSG00000038227",52223100,"6",51725000,52280000
"ENSMUSG00000086044",75147118,"2",74680000,75450000
"ENSMUSG00000074991",59407332,"16",59380000,59662500
"ENSMUSG00000086717",115705078,"8",114500000,116320000
"ENSMUSG00000090743",69431009,"3",6.9e+07,69775000
"ENSMUSG00000115959",75302072,"2",74675000,75560000
"ENSMUSG00000028896",132331919,"4",131975000,132530000
"ENSMUSG00000027784",69316861,"3",6.9e+07,69775000
"ENSMUSG00000075276",75192277,"2",74680000,75550000
"ENSMUSG00000031365",73342621,"X",72925000,74375000
"ENSMUSG00000111266",4206426,"10",3532500,4420000
"ENSMUSG00000111990",102415883,"10",101825000,102630000
"ENSMUSG00000112061",81715945,"10",81362500,82472500
"ENSMUSG00000081406",75191073,"2",74680000,75550000
"ENSMUSG00000112339",81717039,"10",81362500,82472500
"ENSMUSG00000096795",81704825,"10",81362500,82472500
"ENSMUSG00000098692",67345246,"13",66880000,67990000
"ENSMUSG00000083054",136608840,"4",136195000,136940000
"ENSMUSG00000001383",36793876,"18",36090000,36930000
"ENSMUSG00000036921",136610437,"4",136195000,136967500
"ENSMUSG00000075198",86195910,"2",85540000,86625000
"ENSMUSG00000095524",88739247,"5",88315000,89137500
"ENSMUSG00000097244",67460000,"13",66880000,67990000
"ENSMUSG00000099983",59462909,"16",59402500,59675000
"ENSMUSG00000106334",55578105,"3",55150000,55985000
"ENSMUSG00000006262",88720855,"5",88315000,89137500
"ENSMUSG00000097333",67515781,"13",66875000,67990000
"ENSMUSG00000081350",51218877,"X",50600000,51580000
"ENSMUSG00000082682",12971826,"8",12730000,13320000
"ENSMUSG00000085465",12860358,"8",11730000,13310000
"ENSMUSG00000075197",86214987,"2",85540000,86625000
"ENSMUSG00000020929",102838473,"11",102590000,103030000
"ENSMUSG00000086770",12899146,"8",11750000,13322500
"ENSMUSG00000091955",24862213,"7",24072500,25110000
"ENSMUSG00000032330",79755361,"9",79585000,79930000
"ENSMUSG00000112621",81727923,"10",81362500,82472500
"ENSMUSG00000049926",38773068,"9",37800000,39470000
"ENSMUSG00000081188",51238844,"X",50600000,51580000
"ENSMUSG00000090941",69335502,"3",6.9e+07,69775000
"ENSMUSG00000115710",31453738,"15",31230000,31570000
"ENSMUSG00000073804",135258703,"7",134550000,135700000
"ENSMUSG00000091315",69320045,"3",6.9e+07,69775000
"ENSMUSG00000019230",138825186,"1",138400000,139385000
"ENSMUSG00000094622",81742821,"10",81425000,82625000
"ENSMUSG00000117909",19244035,"19",18925000,20350000
"ENSMUSG00000062732",24864620,"7",24072500,25110000
"ENSMUSG00000015957",98835112,"7",98585000,99200000
"ENSMUSG00000118109",19276471,"19",18925000,20350000
"ENSMUSG00000105491",26599438,"5",2.6e+07,27355000
"ENSMUSG00000022817",33829665,"16",33240000,34075000
"ENSMUSG00000118075",84744067,"18",84575000,84930000
"ENSMUSG00000118167",19871432,"19",18925000,20350000
"ENSMUSG00000111188",38786290,"9",37800000,39470000
"ENSMUSG00000022621",89582533,"15",89420000,90460000
"ENSMUSG00000031442",12873806,"8",11730000,13310000
"ENSMUSG00000112877",81804432,"10",81437500,82472500
"ENSMUSG00000000938",52231197,"6",52185000,52915000
"ENSMUSG00000026589",157506728,"1",157400000,158162500
"ENSMUSG00000094941",149272377,"X",148687500,150130000
"ENSMUSG00000092103",67360671,"13",66880000,67990000
"ENSMUSG00000114887",67725060,"13",66880000,67990000
"ENSMUSG00000059839",67471513,"13",66880000,67990000
"ENSMUSG00000112740",81818476,"10",81437500,82472500
"ENSMUSG00000105589",109270790,"9",108920000,109825000
"ENSMUSG00000082968",51629490,"X",50880000,52985000
"ENSMUSG00000094076",81812186,"10",81437500,82472500
"ENSMUSG00000031591",41340197,"8",41015000,41447500
"ENSMUSG00000062184",51387212,"X",50600000,5.2e+07
"ENSMUSG00000114640",40754060,"13",38675000,40840000
"ENSMUSG00000097133",71961145,"6",71805000,72320000
"ENSMUSG00000042348",113794505,"13",113425000,113870000
"ENSMUSG00000090475",40778040,"13",38747500,40872500
"ENSMUSG00000108305",71918899,"6",71800000,72315000
"ENSMUSG00000042251",131797381,"1",130772500,132295000
"ENSMUSG00000105741",29276002,"5",28490000,29665000
"ENSMUSG00000028559",109061145,"4",108660000,109525000
"ENSMUSG00000081877",88388559,"X",87580000,90150000
"ENSMUSG00000004698",34047580,"12",33450000,34585000
"ENSMUSG00000010721",29229802,"5",28490000,29665000
"ENSMUSG00000082595",88393954,"X",87580000,90150000
"ENSMUSG00000096899",149211319,"X",148600000,150150000
"ENSMUSG00000069206",67424549,"13",66880000,67990000
"ENSMUSG00000045210",9718622,"1",9540000,10175000
"ENSMUSG00000081892",88572051,"X",87607500,90032500
"ENSMUSG00000040998",132881745,"3",132547500,134297500
"ENSMUSG00000083058",88613357,"X",87607500,90032500
"ENSMUSG00000086974",149097219,"X",148300000,150175000
"ENSMUSG00000084355",88684764,"X",87630000,89965000
"ENSMUSG00000096213",149157977,"X",148687500,150130000
"ENSMUSG00000050619",121158273,"2",1.2e+08,121330000
"ENSMUSG00000003437",28392951,"7",27975000,29100000
"ENSMUSG00000094885",149074282,"X",148300000,150175000
"ENSMUSG00000104798",86960121,"5",86607500,87560000
"ENSMUSG00000086142",88729828,"X",87585000,90100000
"ENSMUSG00000023904",23673596,"17",22615000,23837500
"ENSMUSG00000091496",98854732,"7",98592500,99197500
"ENSMUSG00000011349",24870057,"7",24072500,25110000
"ENSMUSG00000114696",114118441,"13",113877500,114675000
"ENSMUSG00000055044",40221173,"19",38980000,40312500
"ENSMUSG00000044583",167304929,"X",167260000,169300000
"ENSMUSG00000114213",114124348,"13",113877500,114675000
"ENSMUSG00000027981",113605067,"3",113240000,115275000
"ENSMUSG00000097893",9747648,"1",9550000,10175000
"ENSMUSG00000030283",142821545,"6",142077500,143162500
"ENSMUSG00000023905",23675445,"17",22615000,23837500
"ENSMUSG00000105664",113928555,"5",113700000,114250000
"ENSMUSG00000107976",149570409,"6",148175000,149575000
"ENSMUSG00000085188",30058677,"13",29900000,30540000
"ENSMUSG00000096299",149566090,"6",148175000,149575000
"ENSMUSG00000078380",34251038,"7",34100000,34912500
"ENSMUSG00000113366",30098493,"13",29900000,30540000
"ENSMUSG00000027263",121170654,"2",1.2e+08,121337500
"ENSMUSG00000085105",34234377,"7",34100000,34912500
"ENSMUSG00000110180",29228598,"8",28397500,30392500
"ENSMUSG00000102027",131259507,"1",130760000,132295000
"ENSMUSG00000083676",30112474,"13",29905000,30540000
"ENSMUSG00000070683",136622621,"4",136195000,136967500
"ENSMUSG00000020892",69125896,"11",68917500,69635000
"ENSMUSG00000024542",67800107,"18",67282500,68017500
"ENSMUSG00000102055",131263330,"1",130760000,132295000
"ENSMUSG00000110331",29286431,"8",28425000,30660000
"ENSMUSG00000066571",34236707,"7",34100000,34912500
"ENSMUSG00000109597",30081673,"8",28782500,31077500
"ENSMUSG00000081673",88749452,"X",87607500,90032500
"ENSMUSG00000083640",88755574,"X",87607500,90032500
"ENSMUSG00000024121",24163866,"17",23887500,24577500
"ENSMUSG00000072683",142814231,"6",141820000,143160000
"ENSMUSG00000117793",40282277,"19",39050000,40550000
"ENSMUSG00000055780",51753959,"X",50880000,53275000
"ENSMUSG00000118539",86962376,"5",86607500,87560000
"ENSMUSG00000106185",86976820,"5",86607500,87560000
"ENSMUSG00000097021",75410184,"9",74900000,75512500
"ENSMUSG00000104802",86997159,"5",86607500,87560000
"ENSMUSG00000043782",23660506,"17",22610000,23825000
"ENSMUSG00000069196",75366055,"7",74855000,75625000
"ENSMUSG00000108590",75420857,"7",74850000,75650000
"ENSMUSG00000103119",136639582,"4",136195000,137125000
"ENSMUSG00000061613",31647081,"17",31140000,32142500
"ENSMUSG00000054087",109322886,"9",108955000,109817500
"ENSMUSG00000042487",75441524,"9",74940000,75525000
"ENSMUSG00000032328",79768943,"9",79585000,80007500
"ENSMUSG00000109666",30112310,"8",28780000,31080000
"ENSMUSG00000112697",81852816,"10",81437500,82472500
"ENSMUSG00000109586",30177932,"8",28777500,31090000
"ENSMUSG00000048280",67658685,"13",66880000,67990000
"ENSMUSG00000096179",149162650,"X",148687500,150130000
"ENSMUSG00000043911",38814614,"9",37792500,39717500
"ENSMUSG00000117781",84798558,"18",84645000,86530000
"ENSMUSG00000110006",30439747,"8",29275000,31095000
"ENSMUSG00000001655",102921103,"15",102665000,103494974
"ENSMUSG00000040061",118707517,"2",118245000,119005000
"ENSMUSG00000081439",51840083,"X",51257500,53225000
"ENSMUSG00000111471",65054882,"9",64162500,65322500
"ENSMUSG00000110223",30482983,"8",29275000,31095000
"ENSMUSG00000031853",125910450,"8",125400000,126075000
"ENSMUSG00000112640",81863934,"10",81437500,82472500
"ENSMUSG00000114263",40830797,"13",40725000,4.1e+07
"ENSMUSG00000112196",81875058,"10",81437500,82472500
"ENSMUSG00000032393",65032414,"9",64140000,65200000
"ENSMUSG00000020295",32300069,"11",32075000,32610000
"ENSMUSG00000097044",30568393,"8",29275000,31095000
"ENSMUSG00000114560",40846739,"13",40755000,41220000
"ENSMUSG00000112760",81876151,"10",81437500,82472500
"ENSMUSG00000050328",102936757,"15",102665000,103494974
"ENSMUSG00000116915",46537835,"16",46055000,48950000
"ENSMUSG00000044798",38826545,"9",37785000,39965000
"ENSMUSG00000100172",99291204,"14",99025000,99617500
"ENSMUSG00000112128",76133434,"10",75570000,76285000
"ENSMUSG00000031118",51968695,"X",51387500,53125000
"ENSMUSG00000111442",30768799,"10",30550000,31250000
"ENSMUSG00000086903",102944062,"15",102665000,103494974
"ENSMUSG00000110894",30740152,"10",30550000,31225000
"ENSMUSG00000118150",20005989,"19",18925000,20350000
"ENSMUSG00000005148",99298691,"14",99025000,99617500
"ENSMUSG00000019791",30608141,"10",30535000,31150000
"ENSMUSG00000061536",121680045,"9",121400000,122460000
"ENSMUSG00000118067",20117385,"19",18925000,20350000
"ENSMUSG00000090206",95310566,"8",94275000,95800000
"ENSMUSG00000021647",99898489,"13",99380000,100100000
"ENSMUSG00000086918",79793641,"9",79600000,80050000
"ENSMUSG00000071074",46248080,"17",45595000,46812500
"ENSMUSG00000090699",3023883,"12",3e+06,3770000
"ENSMUSG00000039195",32377097,"2",31237500,32682500
"ENSMUSG00000086427",52244393,"6",52185000,52920000
"ENSMUSG00000087200",107793161,"4",107550000,108150000
"ENSMUSG00000019779",34483399,"10",34210000,36625000
"ENSMUSG00000021510",67612763,"13",66880000,67990000
"ENSMUSG00000029918",39801804,"6",39750000,40457500
"ENSMUSG00000040711",32347820,"11",32075000,32625000
"ENSMUSG00000021972",64811600,"14",64640000,65200000
"ENSMUSG00000049571",139600951,"7",139140000,139770000
"ENSMUSG00000041319",23668614,"17",22610000,23825000
"ENSMUSG00000043505",48746197,"6",47750000,48980000
"ENSMUSG00000039205",32352327,"2",31237500,32682500
"ENSMUSG00000038210",52242106,"6",52185000,52920000
"ENSMUSG00000095432",67538641,"13",66870000,67995000
"ENSMUSG00000098715",48718607,"6",47750000,48980000
"ENSMUSG00000110744",30780857,"10",30550000,31250000
"ENSMUSG00000108737",34250252,"7",34100000,34912500
"ENSMUSG00000062103",38844449,"9",37792500,39717500
"ENSMUSG00000039697",30628999,"10",30540000,31192500
"ENSMUSG00000109614",31003908,"8",29410000,31310000
"ENSMUSG00000028034",152210422,"3",151852500,152750000
"ENSMUSG00000034744",83794982,"6",8.3e+07,84015000
"ENSMUSG00000106936",39828200,"6",39772500,40465000
"ENSMUSG00000047667",38855060,"9",37792500,39717500
"ENSMUSG00000113068",96542993,"13",9.6e+07,96745000
"ENSMUSG00000057842",67312998,"13",66880000,67990000
"ENSMUSG00000090019",48739054,"6",47750000,48980000
"ENSMUSG00000004865",28587648,"17",28315000,29140000
"ENSMUSG00000006676",108490602,"9",107600000,108830000
"ENSMUSG00000113842",96556232,"13",95980000,96752500
"ENSMUSG00000113379",96576630,"13",95980000,96752500
"ENSMUSG00000031119",52053021,"X",51395000,53125000
"ENSMUSG00000028383",59581563,"4",59050000,59980000
"ENSMUSG00000049092",45219717,"14",44770000,45800000
"ENSMUSG00000032235",69397906,"9",69230000,69835000
"ENSMUSG00000097565",67491152,"13",66880000,67990000
"ENSMUSG00000106827",39843212,"6",39775000,40460000
"ENSMUSG00000112311",81887013,"10",81437500,82472500
"ENSMUSG00000081624",47074198,"16",46060000,48950000
"ENSMUSG00000047867",48701582,"6",47750000,48980000
"ENSMUSG00000097470",67660457,"13",66880000,67990000
"ENSMUSG00000075196",86226567,"2",85540000,86625000
"ENSMUSG00000039661",31089471,"8",29620000,31900000
"ENSMUSG00000114726",67390475,"13",66880000,67990000
"ENSMUSG00000024924",27216484,"19",26690000,27430000
"ENSMUSG00000096718",81901911,"10",81437500,82472500
"ENSMUSG00000097360",67553035,"13",66870000,67995000
"ENSMUSG00000098194",45835929,"9",45215000,46100000
"ENSMUSG00000116928",47212370,"16",46060000,48950000
"ENSMUSG00000115373",45273250,"14",44800000,45800000
"ENSMUSG00000075195",86233951,"2",85540000,86625000
"ENSMUSG00000082463",45211523,"14",44770000,45800000
"ENSMUSG00000112147",3039869,"12",3005000,4975000
"ENSMUSG00000111899",69422683,"10",69322500,70280000
"ENSMUSG00000021186",101746565,"12",101207500,102275000
"ENSMUSG00000021830",45133465,"14",44682500,45800000
"ENSMUSG00000098781",67317942,"13",66880000,67990000
"ENSMUSG00000054435",48684549,"6",47740000,48980000
"ENSMUSG00000031620",75448694,"8",75210000,77390000
"ENSMUSG00000022538",30560494,"16",30545000,31420000
"ENSMUSG00000029861",42315312,"6",41690000,42950000
"ENSMUSG00000001656",102954427,"15",102670000,103489987
"ENSMUSG00000098188",59221953,"10",58610000,59340000
"ENSMUSG00000081512",34211312,"17",3.4e+07,35175000
"ENSMUSG00000046556",95323011,"8",94300000,95900000
"ENSMUSG00000024339",34203527,"17",3.4e+07,35175000
"ENSMUSG00000035811",87000860,"5",86615000,87505000
"ENSMUSG00000016918",12692277,"1",11620000,12850000
"ENSMUSG00000106961",35280390,"2",35055000,35807500
"ENSMUSG00000107363",69217421,"5",68280000,69725000
"ENSMUSG00000111453",38868866,"9",37785000,39965000
"ENSMUSG00000037653",69109285,"5",68280000,69725000
"ENSMUSG00000026879",35256380,"2",35060000,35805000
"ENSMUSG00000069601",69398773,"10",69322500,70280000
"ENSMUSG00000107234",69181083,"5",68280000,69725000
"ENSMUSG00000107208",69168672,"5",68280000,69725000
"ENSMUSG00000027998",83055522,"3",82827500,83582500
"ENSMUSG00000112205",81963798,"10",81455000,82625000
"ENSMUSG00000106753",69263585,"5",68280000,69725000
"ENSMUSG00000107148",69311707,"5",68280000,69725000
"ENSMUSG00000116952",47620504,"16",46077500,48460000
"ENSMUSG00000102287",40226219,"6",39800000,40455000
"ENSMUSG00000107312",69275721,"5",68280000,69725000
"ENSMUSG00000097406",39871532,"6",39775000,40460000
"ENSMUSG00000106673",69221845,"5",68280000,69725000
"ENSMUSG00000030269",113237843,"6",112997500,113625000
"ENSMUSG00000103331",40026894,"6",39795000,40452500
"ENSMUSG00000033624",111094630,"8",110635000,112025000
"ENSMUSG00000097484",40203298,"6",39800000,40455000
"ENSMUSG00000112051",81985938,"10",81455000,82627500
"ENSMUSG00000031878",104511028,"8",104065000,105290000
"ENSMUSG00000096966",73396439,"X",72925000,74375000
"ENSMUSG00000057716",39871461,"6",39775000,40460000
"ENSMUSG00000087093",157497931,"1",157395000,157885000
"ENSMUSG00000081806",101059010,"X",100605000,101245000
"ENSMUSG00000067716",48072997,"16",46077500,48972500
"ENSMUSG00000103141",73407676,"X",72925000,74375000
"ENSMUSG00000009670",100838648,"X",100600000,101245000
"ENSMUSG00000031374",73411096,"X",72925000,74375000
"ENSMUSG00000111985",82008379,"10",81455000,82627500
"ENSMUSG00000055720",57910979,"9",57760000,58130000
"ENSMUSG00000116986",48104461,"16",46095000,48970000
"ENSMUSG00000112502",82009481,"10",81455000,82627500
"ENSMUSG00000072812",112772194,"12",111655000,113170000
"ENSMUSG00000018659",96937825,"11",96130000,97160000
"ENSMUSG00000112790",82014473,"10",81455000,82627500
"ENSMUSG00000112381",82020551,"10",81455000,82627500
"ENSMUSG00000109891",135274658,"7",134550000,135700000
"ENSMUSG00000116755",48122072,"16",46095000,48970000
"ENSMUSG00000073803",135396335,"7",134550000,135720000
"ENSMUSG00000102623",40098722,"6",39795000,40452500
"ENSMUSG00000117925",32182994,"17",31675000,32482500
"ENSMUSG00000097563",40118779,"6",39795000,40452500
"ENSMUSG00000063514",36920396,"18",36715000,37105000
"ENSMUSG00000035621",80148272,"10",79625000,80975000
"ENSMUSG00000109541",82966589,"7",82550000,83667500
"ENSMUSG00000048377",135410308,"7",134525000,135740000
"ENSMUSG00000090936",35165119,"17",34150000,35400000
"ENSMUSG00000085991",87074257,"11",86500000,87335000
"ENSMUSG00000024646",84838704,"18",84675000,85165000
"ENSMUSG00000082648",30181716,"13",29925000,30545000
"ENSMUSG00000109598",135486029,"7",134680000,135750000
"ENSMUSG00000038732",30136489,"13",29917500,30545000
"ENSMUSG00000097141",82692284,"18",82125000,82880000
"ENSMUSG00000097110",73402211,"X",72925000,74375000
"ENSMUSG00000118160",82651053,"18",82125000,82847500
"ENSMUSG00000102473",75348111,"2",74675000,75560000
"ENSMUSG00000037594",112808937,"12",111650000,113190000
"ENSMUSG00000050866",135511466,"7",134680000,135750000
"ENSMUSG00000018669",96907426,"11",96132500,97155000
"ENSMUSG00000041258",82593593,"18",82125000,82785000
"ENSMUSG00000028197",145292472,"3",145015000,145600000
